,Androgen,EGFR,Estrogen,Hypoxia,JAK-STAT,MAPK,NFkB,PI3K,TGFb,TNFa,Trail,VEGF,WNT,p53,cell_type,disease,sample
S_2103_004118_DC,2.6212379194066364,-0.7440548280300111,-0.7898709552570237,0.7128322742130867,6.163619012556344,1.8764520023880926,-0.3569638456138477,-2.7637528559958473,1.6422180992787732,3.2742467712336785,-0.930021574357624,-0.18009114036627488,1.58057892028084,-8.000468494020677,DC,Type 1 Diabetes,S_2103_004118
S_2103_004145_DC,3.8796471941703192,-1.2624168643207418,-0.4839642480392443,2.500883343956187,5.333938811186524,-1.4120170756459307,-1.195102451642437,-4.807276244249137,0.6539235389690661,1.9546990560976716,1.0399992034118082,-0.9566705707731147,3.1842713758172643,-9.327081899771668,DC,Type 1 Diabetes,S_2103_004145
S_2103_004154_DC,4.691362809308976,-0.9663470678842115,-1.0665411614509677,3.755084545584598,10.163786152344578,2.033762600828369,2.803522261315554,-1.5937071047067144,1.5497421778589329,2.326560872612236,-1.1040590415282772,1.6732447387916578,1.1999728489806312,-9.881555256305289,DC,Type 1 Diabetes,S_2103_004154
S_2103_004163_DC,3.2080067337771663,-1.1630096134511314,-1.946302883115611,2.633989946792955,6.935965080831309,-2.155590242975135,1.1275981139827003,-5.776967849988111,0.44965715923276794,0.764172772416882,-1.3817144449414194,-0.07468906471131319,1.2260223493782316,-8.438401713628371,DC,Type 1 Diabetes,S_2103_004163
S_2103_004181_DC,4.485131688890196,-2.1637574485644993,-0.6058745983896384,2.551969193439071,7.964425867057374,-0.16382470932781049,-1.5401647848271065,-4.895045627460379,2.1373536601601595,2.3057702145100207,1.0238283697885293,0.34975679371586665,1.2973177980109405,-7.091101333003729,DC,Type 1 Diabetes,S_2103_004181
S_2107_023520_DC,3.662283277818528,-1.243171545240437,-1.9535789919470863,3.4179367214917025,5.767171770137813,-2.2585305632028723,-0.6708433842534332,-5.478569960040954,0.8959692116345941,2.149548183045829,0.1949286290008635,0.21892607281750792,0.9848781744666568,-9.752564191240285,DC,Type 1 Diabetes,S_2107_023520
S_2107_023538_DC,3.0957830643665893,-2.4234060622586004,-1.6052342061607392,2.5959952305422123,7.3808209680867805,-0.45174699195866325,1.2363787393506172,-6.134645966707639,1.7663054614712497,1.4050382268453017,-1.0218844892239245,0.14710427166104098,1.1390448429952178,-7.661273942213777,DC,Lean Control,S_2107_023538
S_2107_023547_DC,0.4478526419750568,-3.8266440271407345,-0.2807729335223752,2.6127251681178016,5.951225371677903,1.597035238690912,-0.8595390470318015,-2.213950519819328,1.276490009118128,0.9451482623436763,-0.5113728551121738,1.8933834150698163,1.5520787816323398,-10.054415834543125,DC,Type 1 Diabetes,S_2107_023547
S_2107_023556_DC,3.5832478112193735,-1.7321108329335786,-1.9713144867174741,3.237043247081034,6.580247018838573,-1.4775488642995147,0.40975505574662135,-4.267564740469776,1.3891442173592865,1.5632729973129071,-1.6290944078493608,0.6560545190815216,1.3019028856788784,-8.383128580018175,DC,Lean Control,S_2107_023556
S_2107_023592_DC,0.8677507844928404,0.5229446299281433,-1.7637526478168657,1.9997861080290962,7.184116297141897,-3.356158520784568,-0.9285013423205182,-2.633686862908884,0.2280978277089078,1.6258918046840065,0.42130579688609227,-0.4022523887765702,0.6537214204981902,-6.82466362545251,DC,Type 1 Diabetes,S_2107_023592
S_2107_023610_DC,2.654563578641349,-0.41071140275745444,-1.4858161213489292,2.7309062270092914,4.853536811066122,-1.046647659091347,-0.2885110741636214,-3.231154349566844,0.6196597238317727,2.553481174483273,-1.5021324389366595,0.45092298784128027,1.3844762088188256,-7.761049312931727,DC,Type 1 Diabetes,S_2107_023610
S_2107_023619_DC,1.8862488088597464,2.5009877944798427,-1.1913932834131427,2.907877589780203,3.3412736260709877,-5.399181160062808,-0.667736471574606,-4.271980497452421,-1.3051793526272804,2.525009689979731,0.12913955004636896,-0.2141046752198298,0.049160720170237336,-7.799472145954439,DC,Lean Control,S_2107_023619
S_1907_004567_DTL,3.071460462968955,-2.4234939980529293,-3.377165732035398,5.015954852287344,1.7658613172467605,-4.5219502735159205,-2.5825781824175533,-9.327548897120492,6.711376414274356,2.9006772992074983,-1.9796247684094064,-0.9370345974456176,-1.129323838996017,-8.072718740801827,DTL,Type 1 Diabetes,S_1907_004567
S_1907_004802_DTL,3.623443986028114,-0.16882724083137662,-2.501459170083549,3.9579245258081994,2.9305313152474755,-6.2311731172260965,-3.0348865623608914,-8.07790549936971,5.275114985878819,3.7141446121695596,-2.263319573396585,-1.172312157065614,-0.33437392611303435,-7.169207530058363,DTL,Lean Control,S_1907_004802
S_1907_004896_DTL,3.3620850254687724,-0.726181735055146,-3.427378521775216,6.277676007521471,1.0658613382888371,-4.747863370732051,-2.6360624949585785,-7.609074001384397,3.456734417574866,3.142434471827909,-2.2689849221821503,-0.9243963485253499,-1.0475529346591115,-7.82895946037427,DTL,Type 1 Diabetes,S_1907_004896
S_1907_005225_DTL,3.602859845892806,-3.014161306699802,-2.990021176304427,5.762148465790157,1.5198159732691807,-3.441130096580884,-2.509007524016973,-7.710726889204631,6.489048609513323,3.018550085106768,-2.6279156233297423,-0.9886289266076281,-1.05740511226331,-9.176989307986654,DTL,Type 1 Diabetes,S_1907_005225
S_2006_004078_DTL,2.896704719067893,-1.773011432216316,-2.481843160266765,4.229898666509192,2.2372997346399544,-4.819832366032512,-2.7292768918703767,-8.770246274790004,5.366550755498849,3.0308676712643665,-1.7511995845099377,-1.2060975956446018,-0.9700402037175208,-8.964618316866828,DTL,Type 1 Diabetes,S_2006_004078
S_2007_002950_DTL,3.3569058035556822,-1.263570605407439,-1.860526615704268,3.8789451949880807,1.4472213967360414,-3.820884308692537,-1.9313968832937665,-6.769758483426007,3.3773984264902017,3.186475764770161,-2.1443957897966093,-0.93060541318856,-1.3382130118955091,-7.7842414176140435,DTL,Type 1 Diabetes,S_2007_002950
S_2007_002997_DTL,3.792287664118464,-2.7070613480786734,-3.4424132396160734,5.213236372453656,1.651729359195115,-3.315510555354909,-2.363347570138782,-8.356193744607545,7.894235869625462,2.867165934406367,-2.806265922650957,-0.6836394355867252,-0.8846553786203604,-8.967091398643396,DTL,Lean Control,S_2007_002997
S_2007_003044_DTL,0.8499660380889437,-1.4294730318540037,-1.5304445154785749,1.7575318618463263,2.0202530493801873,-3.0294020772760093,-1.591271539256573,-4.272061409668039,5.0845947212110305,1.3051770431708694,-0.12861126184329788,-0.4043078401800175,-0.7794827434163207,-7.004278868314429,DTL,Type 1 Diabetes,S_2007_003044
S_2007_003091_DTL,2.501473102590875,-2.66553402984091,-3.4309876940340622,5.170934694871536,1.7690438665333268,-2.946192564385352,-1.9288877868194596,-7.112712922415182,6.1899535561729335,2.950549596436257,-1.532852812861833,-1.4184214485192512,-1.7748702673436876,-8.472718194887204,DTL,Type 1 Diabetes,S_2007_003091
S_2007_003138_DTL,2.7503990171833386,-0.895179859678816,-2.5532009751918583,4.487129615271535,2.5920958752337953,-6.256549204293157,-3.6320141926279144,-7.704006110993862,2.9303233585872834,4.511928861583452,-1.8664838042233765,-1.6715760077929909,-1.256916954102767,-8.682892571161574,DTL,Type 1 Diabetes,S_2007_003138
S_2007_003793_DTL,2.0771325178999933,1.544902487674383,-2.5331828581897162,3.39490308974282,4.580426246574792,-8.031117659714281,-3.0556475852762732,-9.286918921304762,0.7362389246997961,2.6205492060616806,-0.19693605995905647,0.44393913099418375,-1.4730552761579325,-6.258684228824584,DTL,Type 1 Diabetes,S_2007_003793
S_2007_003840_DTL,2.393875910102357,-1.5786646367998105,-2.6500614980184283,2.6954490972803193,2.862598713390483,-4.303498356632926,-2.8121057038332404,-7.690442700148203,5.8841463776025655,2.7312098678394174,-1.759953202624566,-1.7400508708796385,-0.0409229818252048,-8.604089199560251,DTL,Type 1 Diabetes,S_2007_003840
S_2007_003934_DTL,2.607949093017668,0.028061172859371635,-2.251891692112165,3.1953047392957172,1.7709736998642902,-5.40362311966734,-3.229122350215086,-8.081385305172747,3.9864571012011436,3.6463633104024256,-1.0113954690129017,-1.3903070266003539,-1.618602571569912,-7.149438731317314,DTL,Type 1 Diabetes,S_2007_003934
S_2007_004216_DTL,2.393875910102357,-1.5786646367998105,-2.6500614980184283,2.6954490972803193,2.862598713390483,-4.303498356632926,-2.8121057038332404,-7.690442700148203,5.8841463776025655,2.7312098678394174,-1.759953202624566,-1.7400508708796385,-0.0409229818252048,-8.604089199560251,DTL,Lean Control,S_2007_004216
S_2103_004019_DTL,1.7775599978824956,-0.4496949721398998,-1.5724966846933297,2.033735340870048,5.15583995457993,-4.795120177204431,-2.7086143461175847,-5.810196934399036,1.7665205701510527,4.165128786381876,-1.2817440530433213,-3.0078988599655077,-1.38286311189127,-8.421188668882284,DTL,Type 1 Diabetes,S_2103_004019
S_2103_004028_DTL,2.0923669582715934,1.1429307590408557,-2.399370087313512,2.0645088090244976,3.203257957010223,-4.248825209384402,-2.955911253546813,-6.652486806794323,2.816520870421938,4.033247248379156,-1.5774201944861608,-1.0985223796006347,-1.3511675724538739,-7.287981291719725,DTL,Type 1 Diabetes,S_2103_004028
S_2103_004037_DTL,0.4985617680467904,-2.358419541456626,-1.2050304600533708,1.8439208287386832,6.553905280229993,0.576120733051405,-0.5161797370790179,-0.9426190955143376,0.2024627423310743,0.42994400682210016,-1.2441942563869082,0.15696322100532437,0.44149433389353815,-10.5068375512198,DTL,Lean Control,S_2103_004037
S_2103_004046_DTL,2.239182708774722,-0.0715206363765698,-2.294628372230039,3.892654015827944,2.7291662333070335,-4.243541639711264,-2.4620749039807777,-4.931508266419584,1.5279698895086002,5.779797473389699,-1.057089297395478,0.07512547673421861,-1.5268416101015292,-7.551526713708518,DTL,Lean Control,S_2103_004046
S_2103_004064_DTL,4.109446030958915,-4.601088452741789,-3.3088220789759992,5.027801553787897,1.3775982653224028,-3.297931253552544,-2.438416400670501,-6.179733304710735,5.638070286694863,2.492751634035095,-3.0287701433350542,-2.653928119080196,-1.3847661729557872,-9.756239303557397,DTL,Type 1 Diabetes,S_2103_004064
S_2103_004073_DTL,1.7230267364406011,0.09763526203935088,-2.2600913113426326,1.388322352540987,4.053810047886907,-2.1214642839383244,-1.359653809084576,-5.579854037345982,1.0223248540954422,2.6390358513962826,-1.133025434314464,-1.4328056845351609,-1.0700058248095323,-8.271457197531069,DTL,Type 1 Diabetes,S_2103_004073
S_2103_004091_DTL,3.809950325524414,-3.7999311921243994,-3.8301497463015326,4.9463509097066085,1.3639462886304115,-3.8109588997960526,-2.263903535256753,-6.127407598160759,6.6812918369334415,2.0739407325097003,-2.042832523073758,-2.1995102311692105,-1.1177246181706744,-9.403881895060339,DTL,Lean Control,S_2103_004091
S_2103_004100_DTL,2.317907201833062,0.8094923962672479,-1.7573411909875774,2.6487778334583525,3.316270854144219,-5.131168240527038,-2.0139087095136627,-6.621910825178389,0.9732074142161187,3.794388447667626,-1.0642360357451404,-1.8596734543193887,-1.6872111657672666,-8.727731600027285,DTL,Type 1 Diabetes,S_2103_004100
S_2103_004109_DTL,3.8682638814145656,-4.2387445807216695,-2.894234143848334,4.536482218381455,1.2568868361697498,-4.316621864830475,-1.6553875690777577,-6.821431068142802,3.605947006773479,1.7514434458428707,-2.148232732280548,-2.8865657949902404,-1.6539279488159264,-8.954858255460318,DTL,Type 1 Diabetes,S_2103_004109
S_2103_004118_DTL,1.9019489040859665,-1.1154130197256924,-1.760907706254823,1.682937022400868,1.7751915980915685,-3.781019379338746,-2.6397378905983384,-4.727732451174555,2.434206638558463,4.818498256340505,-1.3822156533123016,-1.392717250696247,-2.2705146081204197,-8.299884974243946,DTL,Type 1 Diabetes,S_2103_004118
S_2103_004127_DTL,2.4962926237342575,-2.0738380603991584,-0.018665704078551087,3.4098856700662403,-1.579518414641918,-2.8850082690340413,-1.7577730382173775,-1.5991960182876233,3.5742285015406066,1.3160428981139924,-2.1466229076751273,-2.865563376746661,0.9169283699102138,-10.831240746066078,DTL,Lean Control,S_2103_004127
S_2103_004145_DTL,3.527958637417205,-2.1780120393943374,-1.5252833781048056,4.516990565976334,2.199238240943884,-4.1401819832842115,-2.2637883007831956,-5.222831832704471,1.443283609003532,3.6221891408744935,-2.013664859404229,-4.1895513385757726,-0.9681630667346639,-10.00480012996413,DTL,Type 1 Diabetes,S_2103_004145
S_2103_004154_DTL,3.8313691850757907,-1.5685226382886317,-1.5810859649154194,3.0272492377940687,4.1056391227000315,-3.8912084183161837,-2.8691710606243395,-4.304156557509446,3.0369397586405067,3.6525886593679466,-2.5910623762466827,-3.1656306150397526,-1.7079589154890744,-8.678782229379598,DTL,Type 1 Diabetes,S_2103_004154
S_2103_004181_DTL,4.085448220802114,-3.9167436633516757,-2.701974805025668,4.8680648800039386,0.44716474530508027,-3.572273895832065,-1.6357169322098943,-5.665341547429319,4.125953245650714,2.5787111560523734,-2.2885376336840424,-3.2698733029779237,-1.4938802193565763,-9.173910310059977,DTL,Type 1 Diabetes,S_2103_004181
S_2107_023538_DTL,1.2918334289944828,-1.0754404306126664,-2.3155862203117246,3.033815618097402,-0.7291994516154575,-1.1697444725694346,1.0384161931337779,-2.0105498763825347,3.0715156180107024,-1.0574480235608925,-0.08160842730174714,-3.349247748751705,-1.828756363551804,-10.425611247338912,DTL,Lean Control,S_2107_023538
S_2107_023547_DTL,4.379743554714381,-4.976494446957561,-2.4174259859850675,5.322203716966911,0.7930561288688615,-4.392340153496399,-2.242454205587964,-5.6897602687231394,3.7067272044672723,2.6904304373939736,-2.3776928235921244,-3.605714523430858,-1.513830252178529,-10.164515247002772,DTL,Type 1 Diabetes,S_2107_023547
S_2107_023610_DTL,2.3959288945478225,-1.6958719864914715,-3.0926097362346194,6.65633608722947,0.977226998510146,-3.27649119733013,-1.0066743522944166,-6.881361359775748,2.417618836726965,3.042979383538951,-2.086353753467334,-3.201816740965739,-1.4894982020101777,-8.796526763093306,DTL,Type 1 Diabetes,S_2107_023610
S_2107_023619_DTL,0.6528844012460762,0.21328855034179625,-1.6168940509660352,3.470760024080121,-1.2585582878467518,-2.4039483498133976,1.4681970893442013,-1.130136390112814,0.6768315760586439,-0.5493314493800142,-1.714911199970716,0.9188667674288977,-0.45295122443357405,-8.475812911108438,DTL,Lean Control,S_2107_023619
S_1907_004567_EC-DVR,3.896862029412491,-0.2930443527298645,-1.8550896666382417,5.481789538509165,11.406020310337265,-4.334657788617173,-3.3717897198249314,-6.540377878193069,6.70579620285304,5.022555250559864,-2.1843324783361657,0.8725082433807584,-0.6217263564870944,-8.22148186060123,EC-DVR,Type 1 Diabetes,S_1907_004567
S_1907_004614_EC-DVR,4.055509273538799,0.407727763904062,-0.8025455017687114,5.057116944538278,10.789044247375498,-3.2539360970523705,-4.5959786274711165,-4.0120048384388465,8.181936721562435,6.22359893071974,-1.952799330837099,1.3932393941274883,0.027277986412741213,-6.9127359277781375,EC-DVR,Type 1 Diabetes,S_1907_004614
S_1907_004802_EC-DVR,3.581204372445001,0.08487512433206211,-0.3899488311985258,2.933208854957207,9.303588352354138,-3.4353433722611295,-3.9197517190461326,-4.894095400336415,5.483130234493114,4.687293910703946,-2.580805511317128,0.7365267921285457,-0.33933182106503035,-8.918516215799276,EC-DVR,Lean Control,S_1907_004802
S_1907_004896_EC-DVR,4.233602058047856,-0.34148035680344896,-2.1635946610031485,6.519929883826976,9.72077982642137,-3.1719231342441105,-2.5339296290079605,-6.471794551989872,7.805179027780514,4.911414577111754,-2.5273174308963426,1.2201019347648556,0.052627505664433576,-7.8689082788420555,EC-DVR,Type 1 Diabetes,S_1907_004896
S_1907_005225_EC-DVR,4.177686115749581,-0.4851440188636768,-1.3639002398880111,6.164412959284895,10.326576276659639,-3.4926007305587694,-3.573390654519497,-6.12529880763369,8.496952900199359,4.870912551579941,-2.382049591016733,0.43299846799052755,-0.20198470518441147,-8.386317567622013,EC-DVR,Type 1 Diabetes,S_1907_005225
S_2006_004078_EC-DVR,3.135154652009656,2.096962555402652,-0.7848754990767917,1.9850568423639994,8.529250949097335,-5.108064086395363,-4.544495977665663,-4.8197234588579185,6.108672963773398,5.32150532939176,-1.3881245115069478,0.46016378571742356,0.947299887028913,-8.35354076080334,EC-DVR,Type 1 Diabetes,S_2006_004078
S_2007_002809_EC-DVR,2.545053035935186,1.0044031779643081,1.7149084676648974,2.819502824166324,7.030877102212917,-3.2541812939460475,-3.1898296645262247,-4.310044510866434,8.142910252487376,3.9100586991140274,-2.194710176663809,-0.2740001930830499,0.17502262796648604,-7.309931048730519,EC-DVR,Type 1 Diabetes,S_2007_002809
S_2007_002950_EC-DVR,4.263958753495817,-0.9702636805449102,-0.3006921820191286,6.348585702155888,11.273630393140225,-3.239165710170113,-2.1393307604260685,-5.3256629696436955,11.509238527765765,3.117275311943372,-2.709042897119861,0.8396416548298785,0.06904153535424615,-8.632259136214465,EC-DVR,Type 1 Diabetes,S_2007_002950
S_2007_002997_EC-DVR,4.257347397643907,-1.6435711947688725,-1.6543946317377975,5.080966072954654,10.466962711806286,-1.400191417360877,-3.688785636836145,-5.7024711761757185,7.972058599074439,5.410513140408047,-2.5645665058350895,1.665768406312143,-0.9177412783366516,-9.525393092179693,EC-DVR,Lean Control,S_2007_002997
S_2007_003044_EC-DVR,1.897671460741108,-0.6287815619349295,1.4580356546287723,4.968244707494806,10.756899158421225,-5.1128185690157,-2.725485458235437,-5.147732210024834,8.92217613594736,2.987296918828262,-0.5106375383944071,0.5639492920692902,-0.4641938244787433,-6.861841297061304,EC-DVR,Type 1 Diabetes,S_2007_003044
S_2007_003091_EC-DVR,2.367026121129793,1.4728037803579255,0.15099501030231172,1.8767907338193697,14.185872672445914,-1.600011997092681,-5.501874980589996,-6.286260483128905,6.427648602144323,6.837854834638507,-1.0118987602977367,0.16540921153381805,-0.37485095778854644,-7.869431719270007,EC-DVR,Type 1 Diabetes,S_2007_003091
S_2007_003138_EC-DVR,2.6194581298901607,0.7143077966091347,-0.3350398359588093,3.0593235950467994,9.391638260115982,-5.116300071572591,-4.245044961856309,-5.807264950492848,7.494132377023586,5.134753317540857,-2.2839566625866876,0.8627617046175893,0.31488649445190553,-9.63677172602719,EC-DVR,Type 1 Diabetes,S_2007_003138
S_2007_003793_EC-DVR,3.5570218610856363,0.3551497894187144,-0.02297450437678822,5.1007514003374,14.275316504664522,-5.057774982231045,-3.8475478856964274,-5.78664519487783,9.493006380879624,4.494145655767865,-1.2646839645713364,0.6253592800614868,-1.1554661857607118,-8.259436180624753,EC-DVR,Type 1 Diabetes,S_2007_003793
S_2007_003840_EC-DVR,2.983419028382327,-1.0971340473430609,0.6294270134809524,3.6592883541226047,10.235877796611064,-1.8177154082079208,-4.9063775945361545,-3.4104836166815433,7.239906548800166,6.008250348263604,-0.6882558332903761,0.5764165649411515,-0.0997994740200868,-8.787549197814903,EC-DVR,Type 1 Diabetes,S_2007_003840
S_2007_003934_EC-DVR,3.6197410005735526,0.7643281380192918,-0.5453349456716488,3.7983364420293246,11.610843342504415,-3.0994541654179506,-3.380346629078715,-5.311714840016288,8.789566485930653,4.967360030052238,-1.3707255803117138,1.2240889788256646,-0.5520960939572196,-7.8841782638256195,EC-DVR,Type 1 Diabetes,S_2007_003934
S_2007_004028_EC-DVR,3.6413103911426297,0.20036690814295752,0.8320019710105865,4.071222601619007,14.75189524912034,-5.46356980801028,-3.510502850186922,-5.077278998109901,9.281368161940936,3.6381163013660913,-2.2200771458081596,1.223388856421761,0.5660807180317764,-7.998506189922259,EC-DVR,Lean Control,S_2007_004028
S_2007_004216_EC-DVR,2.983419028382327,-1.0971340473430609,0.6294270134809524,3.6592883541226047,10.235877796611064,-1.8177154082079208,-4.9063775945361545,-3.4104836166815433,7.239906548800166,6.008250348263604,-0.6882558332903761,0.5764165649411515,-0.0997994740200868,-8.787549197814903,EC-DVR,Lean Control,S_2007_004216
S_2007_004263_EC-DVR,3.6413103911426297,0.20036690814295752,0.8320019710105865,4.071222601619007,14.75189524912034,-5.46356980801028,-3.510502850186922,-5.077278998109901,9.281368161940936,3.6381163013660913,-2.2200771458081596,1.223388856421761,0.5660807180317764,-7.998506189922259,EC-DVR,Lean Control,S_2007_004263
S_2103_004019_EC-DVR,4.191401836863037,0.33841827668076535,-0.9076860211644785,2.9386465373547384,9.387217440878745,-4.231261654705952,-3.6264523170325,-4.432905016202036,9.850174418814811,4.518615070476337,-0.7568333914093235,0.1969977811418771,0.7313950729009829,-7.9396505184662844,EC-DVR,Type 1 Diabetes,S_2103_004019
S_2103_004028_EC-DVR,2.622856815340536,0.3850947114388126,0.8808741679898605,3.3860199704852945,9.630123176349155,-3.7548426522699505,-5.32712344101184,-6.039989048254996,8.359759755187659,6.185593735855606,-1.509878974268918,1.2560971182778984,0.6826598386697073,-6.107546276937849,EC-DVR,Type 1 Diabetes,S_2103_004028
S_2103_004037_EC-DVR,2.8740697793271024,-3.740995680550838,0.2558983260187886,4.962512638453372,8.597542481573608,-3.0678975661648504,-2.74385376012793,-3.7561625386040927,9.489396310286983,3.807144657595867,-2.716646466258116,-1.1728214208271537,-1.0089023567790911,-10.314247575985119,EC-DVR,Lean Control,S_2103_004037
S_2103_004046_EC-DVR,3.667223008377004,-2.1051254717763683,-0.9691472700923192,4.61190687105373,12.012765764441049,-1.984114575561689,-4.01847443731359,-3.696832801358235,7.052461230764734,5.534029061819106,-3.1484074475972363,0.8047681735021767,0.8100032671422216,-9.111360678330213,EC-DVR,Lean Control,S_2103_004046
S_2103_004064_EC-DVR,4.5497316396145955,-3.854750582484917,-2.275113263878592,5.26464495229462,8.352821211350797,-3.268232301830207,-3.4221643304575737,-4.997081652885074,7.527034594782385,4.024250739873428,-2.852733044864955,-0.8224177163877595,-1.0157119531978072,-10.08056578207729,EC-DVR,Type 1 Diabetes,S_2103_004064
S_2103_004073_EC-DVR,4.298035816188722,0.03080097595947863,-1.1267095385022048,4.576103179375054,11.423247126532656,-4.552214485694473,-4.591043303708334,-3.5300124839686124,9.629683332700143,5.335396167062151,-1.8011746792705352,-0.27149425109435477,-0.2294481579784926,-8.976693420011271,EC-DVR,Type 1 Diabetes,S_2103_004073
S_2103_004091_EC-DVR,4.047770405975428,-2.2825977765695398,-1.5035647711828426,4.335516875003999,14.990459465422365,-2.875709126446482,-3.0743198193198142,-3.0766007318948256,8.352927167241287,4.064588176256892,-1.9662802597210123,-0.23751086164084342,0.12322080114703131,-8.38451906064304,EC-DVR,Lean Control,S_2103_004091
S_2103_004100_EC-DVR,3.6519005149632604,0.4711497067106601,-0.9487510347776901,3.4926912490714557,12.461170156154504,-2.731186617791541,-5.178284285519691,-4.238380090560574,8.332062195001132,6.443611159966731,-2.5719347187008017,2.2026754514770155,-0.1018990722343474,-8.442075715334473,EC-DVR,Type 1 Diabetes,S_2103_004100
S_2103_004109_EC-DVR,3.9280404600516716,-1.7685303805875499,-0.5198941619762265,5.606934494772512,11.941756102156331,-4.028818982373407,-3.0826969045962764,-3.122115404117331,9.539697037939147,3.6839610945405625,-1.3573018787812448,-0.0641497911481327,-0.19965746710604318,-9.009362013582157,EC-DVR,Type 1 Diabetes,S_2103_004109
S_2103_004118_EC-DVR,3.212793679143519,-1.384710694931207,-2.0495378831850317,3.173345871709984,8.0704185877208,-3.7204208367158844,-2.048511877832576,-1.6798533295520144,8.473396039045566,2.216776642813402,-2.576545277887948,-1.3740495315612093,-0.11531854378337508,-7.151656396471602,EC-DVR,Type 1 Diabetes,S_2103_004118
S_2103_004127_EC-DVR,4.100413154418067,-2.715115411967952,-0.16449829555098416,4.424471271037208,9.977187049057116,-2.9087346136792758,-2.9827384541664625,-4.393025021900342,9.757939430372446,3.512562386167627,-1.9967244501853474,0.5063222727057058,-0.4865086892475605,-9.136077381603895,EC-DVR,Lean Control,S_2103_004127
S_2103_004145_EC-DVR,3.248993353623583,-0.7307497436253383,1.5134175902589526,5.586183760582779,7.7023177802404605,-3.8606593288875257,-2.5690400443035557,-3.0218296321834726,8.656087807839777,3.340350648498389,-1.9602493323455037,0.07244059108201394,-0.09583417138183771,-7.952506621392389,EC-DVR,Type 1 Diabetes,S_2103_004145
S_2103_004154_EC-DVR,3.65961556365769,-4.299122822680808,1.0214679826799633,3.909048332769627,17.589003695906637,-3.5143078766681333,-3.1204343275140216,-1.275962835105692,6.1855501678155145,4.114478073465964,-2.849569895548,-1.5042105547692497,-0.12851242676298835,-8.769617464360042,EC-DVR,Type 1 Diabetes,S_2103_004154
S_2103_004163_EC-DVR,3.806176688989585,-2.1847786866143255,0.028029561856357424,3.598439663223355,11.013370647750419,-3.1976801631061287,-4.143712953529755,-2.4568349592983343,9.601398510122172,4.741914360238083,-2.1646232631792564,-0.22692973024988974,-0.32757326665037617,-9.218372354507338,EC-DVR,Type 1 Diabetes,S_2103_004163
S_2103_004181_EC-DVR,3.8483929845587417,-2.8197008967885555,0.026340498367803056,3.4716072531956415,15.840265896071173,-3.2815312631737337,-4.1666820659517585,-3.6423822069022687,8.956870358417705,4.180101229510752,-3.1161624376580193,-0.8014787491489376,-0.02431723110919226,-9.112048195615019,EC-DVR,Type 1 Diabetes,S_2103_004181
S_2107_023520_EC-DVR,3.3148900480304264,-2.449636860491524,-0.8137711080441621,4.957162839011214,9.390828643165156,-3.6117926600602326,-3.707474894249119,-3.6989425596426155,8.496831362615922,4.609547187749416,-2.8698949714910844,0.6814289847534994,-0.5818903099093917,-9.483474809577027,EC-DVR,Type 1 Diabetes,S_2107_023520
S_2107_023538_EC-DVR,3.2407305173486693,-3.000701996289472,0.6027223637463558,3.4019156869175817,11.195715040443593,-2.47239738391998,-2.563796777368529,-1.3940973630025166,9.039354438132179,2.731088533851595,-1.9520971361403647,1.0222468719977489,-1.011739604318049,-9.496214101756182,EC-DVR,Lean Control,S_2107_023538
S_2107_023547_EC-DVR,3.7653137191901918,-2.527864048840299,0.29854114343581456,6.385195667577145,11.538442994920754,-3.7711833258235177,-2.130510577616922,-4.108205770551238,10.95819790916768,2.8730525642884404,-1.939807460583172,0.06195592197106173,-0.10823324465165605,-8.317701625453891,EC-DVR,Type 1 Diabetes,S_2107_023547
S_2107_023556_EC-DVR,3.9797796972304598,-2.088942803192252,0.689373184012747,5.324160574552842,10.368643511894254,-3.2263692769719303,-3.2240973767472902,-2.486768963773385,10.026495032521023,4.039265780916235,-2.209461775345478,0.7527616689817496,0.05113619060918844,-9.44669981366523,EC-DVR,Lean Control,S_2107_023556
S_2107_023592_EC-DVR,2.7055552163679044,-2.1538936803256163,-0.8131246995219725,5.337762312633637,8.67435791343296,-3.129726995809242,-2.9703911846649307,-2.700660777212386,7.840825252539563,3.2531552558190526,-2.67726088774987,0.6304263292101473,-0.7259293366487825,-9.227134272999546,EC-DVR,Type 1 Diabetes,S_2107_023592
S_2107_023610_EC-DVR,4.121311751374455,-3.587662831642214,0.3093667980368314,5.202946336368947,9.644316969783123,-2.713733332772157,-3.274603829780494,-3.2013590974824226,7.933012432247413,3.1945047236326047,-2.1320855785443573,0.18793449403744195,-1.489957222217249,-8.999864116429917,EC-DVR,Type 1 Diabetes,S_2107_023610
S_2107_023619_EC-DVR,4.040194075052932,3.242636829599323,-0.3596024393461845,2.9998178538989873,11.262344640200729,-3.306147569715235,-1.8346421434195694,-0.23564893785657942,6.662971989231527,1.4031857581092697,-2.9319482719691936,0.14997804157102093,0.34471913191630854,-7.393534164758798,EC-DVR,Lean Control,S_2107_023619
S_1907_004614_EC-GC,4.095801038894146,0.28793300489914914,-0.9718213212198261,2.8564081342131,11.227222788907941,-4.022805974378136,-4.327397401999363,-7.637684186702305,6.838254648710292,5.855517209217323,-1.848262305568038,1.3676904399821104,0.1270457380529854,-7.807099531310985,EC-GC,Type 1 Diabetes,S_1907_004614
