,Androgen,EGFR,Estrogen,Hypoxia,JAK-STAT,MAPK,NFkB,PI3K,TGFb,TNFa,Trail,VEGF,WNT,p53,cell_type,disease,sample
S_2007_003934_IC-B,3.9539992706760123,0.16271580328379284,-2.4560951075042303,3.4592486030227723,0.9937173253413221,-6.474487173306313,-2.5147389084340954,-8.01708369900034,1.628405352806109,2.0677076580430747,-0.9507882672032134,-0.5725158159613332,-1.122823170038226,-7.100222363666879,IC-B,Type 1 Diabetes,S_2007_003934
S_2007_004028_IC-B,4.214939365376751,-0.9107583114641609,-2.086595019629744,3.4457441152481665,1.2721015698034541,-5.2140529554735755,-2.908105216326542,-7.722638614386759,1.1078788933444745,2.8201515207257892,-1.5608525445498236,-0.6746342474659945,-1.030709935392194,-7.576929646500293,IC-B,Lean Control,S_2007_004028
S_2007_004216_IC-B,3.395916086909739,0.46096507963506816,-2.3935648702341554,3.5148524185389274,0.8946225868926883,-6.318075674752521,-2.096296435657169,-8.187017291421677,2.7165084547940164,1.7031842171975533,-1.5907769608573101,-0.4303502499408679,-0.8826054382722147,-7.292251665124571,IC-B,Lean Control,S_2007_004216
S_2007_004263_IC-B,4.214939365376751,-0.9107583114641609,-2.086595019629744,3.4457441152481665,1.2721015698034541,-5.2140529554735755,-2.908105216326542,-7.722638614386759,1.1078788933444745,2.8201515207257892,-1.5608525445498236,-0.6746342474659945,-1.030709935392194,-7.576929646500293,IC-B,Lean Control,S_2007_004263
S_2103_004019_IC-B,4.286106546599178,-0.9367595119428711,-1.8622271052778774,2.42498145943367,0.48473435702344453,-5.511237986794787,-2.5551737542138775,-6.922344874298061,0.9811729453468011,2.0488165789448916,-0.9579049015682892,-1.3460026177618412,-1.1160427973616935,-8.302810835814435,IC-B,Type 1 Diabetes,S_2103_004019
S_2103_004028_IC-B,3.3914431845608517,1.818976076676614,-1.645999870025553,1.9463570740569989,1.3879021160696654,-6.169904902383887,-2.943394688874842,-7.429574747947156,1.873723797351053,2.5404939461397946,-0.6070975917430335,-0.3275012244938279,-1.1322422622147452,-7.218204802861952,IC-B,Type 1 Diabetes,S_2103_004028
S_2103_004037_IC-B,4.769970250174991,-1.9643578551796292,-3.0161453608197193,4.246720881225916,0.992197656678796,-5.516765540154343,-2.7293815921699043,-6.639705075506485,1.6460951367922003,2.116349529527749,-1.794861791985843,-1.462312177578012,-1.1648301128602474,-8.767681777730617,IC-B,Lean Control,S_2103_004037
S_2103_004046_IC-B,4.66012318078241,-1.6813027749365488,-2.8789724499270637,5.7483676401969035,1.4988326682559217,-3.726480517460608,-1.9530976154432982,-5.962919564546834,1.300067018059044,1.4511030270303933,-2.6744914220486984,-0.48212515379766147,-0.22652686438957292,-6.888965588045983,IC-B,Lean Control,S_2103_004046
S_2103_004073_IC-B,4.820181594161226,-0.8711790666094145,-2.1801234724758163,3.1016172544084664,0.654659225664267,-5.500470239341804,-2.9502874916324306,-6.845348157356915,1.299935590160932,2.621256947348917,-1.3164689602837945,-1.1511412159831973,-0.741916573659607,-8.573823040340825,IC-B,Type 1 Diabetes,S_2103_004073
S_2103_004091_IC-B,4.897626306792808,-1.8693821135113513,-2.885634010443894,4.484757926230681,0.5688228029225476,-5.94355700413885,-2.495102528487612,-5.806484040517229,2.2666428352984127,1.9202317671460734,-2.0152262780946226,-1.746570920214749,-0.7549478730771271,-8.785344687291213,IC-B,Lean Control,S_2103_004091
S_2103_004100_IC-B,4.104922175239228,-0.3069494997501884,-2.639316926149468,3.096495011192356,0.9863533340288864,-5.0622381692911285,-2.556672402108796,-7.7407260386832855,1.263725627726203,2.167873446617461,-0.722524919680966,-0.7804935068867351,-1.388988424021639,-7.444997829210044,IC-B,Type 1 Diabetes,S_2103_004100
S_2103_004109_IC-B,5.084456687713891,-2.254137163250179,-2.6636320311841017,4.25180254409882,0.4630925791057036,-5.107178776072095,-2.2549774603904345,-6.174568518774536,1.52261102359524,1.689936587320865,-2.2912738858635406,-1.429462505428026,-0.8306436236128634,-8.807300267781534,IC-B,Type 1 Diabetes,S_2103_004109
S_2103_004118_IC-B,5.283353718264393,-2.8089292703687283,-2.0728271523682142,3.4862437290019335,0.11285988610530413,-4.467697736705745,-2.0975787712310554,-5.845082865409793,1.1437617418810988,1.5524913073288231,-1.9957396665874185,-1.7420244686284247,-0.7394657093806715,-9.296285364871979,IC-B,Type 1 Diabetes,S_2103_004118
S_2103_004127_IC-B,4.897151060593222,-2.8538619242737338,-2.960044628677547,4.372406319545262,0.08155069887786552,-4.794280450558842,-2.737362286767208,-5.904498414972518,1.040541229741753,2.1590569415028633,-2.086438077773826,-1.6091164558092355,-0.6888444316211058,-8.994656527734302,IC-B,Lean Control,S_2103_004127
S_2103_004145_IC-B,5.199815999570216,-2.03275692387253,-2.6657795331578384,3.8524283758325097,0.027671626785110235,-5.107380363066896,-2.1628668589754603,-5.852503944446042,1.6410132453033652,1.7235272778464688,-2.1788519207405614,-1.2270347207803611,-1.5915850720385458,-8.99162954313048,IC-B,Type 1 Diabetes,S_2103_004145
S_2103_004154_IC-B,4.934074968134416,-2.453510669037499,-2.5815563183448065,4.786361380054215,1.6283999931188453,-5.358928770458968,-1.9028238744438806,-7.104283593660572,1.0669854426400205,1.3884997577357463,-1.970013481825284,-1.509923823864737,-0.5989291488773736,-8.418016127304183,IC-B,Type 1 Diabetes,S_2103_004154
S_2103_004163_IC-B,4.338841061584585,-0.5455697707835793,-2.135812459555768,3.8203149704369683,0.12874134704836937,-5.4113533598004215,-2.2770032525078814,-6.940779634209823,1.8142312879805922,1.9898009032196182,-1.021510335457943,-1.124129665977274,-1.1089701967727257,-8.026174866670463,IC-B,Type 1 Diabetes,S_2103_004163
S_2103_004181_IC-B,4.226276351507591,-0.24166357308144254,-2.7243522933536,4.197828716530011,0.5169817874769439,-5.989882119106909,-2.2803981059854563,-8.336516280605572,2.1318721239404144,1.7429206757403415,-1.394926483010839,-1.5561277999462764,-1.4373798232408674,-6.403433377222271,IC-B,Type 1 Diabetes,S_2103_004181
S_2107_023520_IC-B,4.791146688694316,-1.3647233388205058,-2.5869638949327416,4.486287261936342,0.7263388896309084,-5.021130233999206,-2.444523354958395,-6.8827722931589355,1.2504858810094823,2.3629013543017567,-1.622177322465867,-1.4734716116404087,-1.264356111074238,-7.96363404038842,IC-B,Type 1 Diabetes,S_2107_023520
S_2107_023538_IC-B,4.58731208798396,-2.029964525020923,-2.4215684110841167,3.01529134299318,0.3582463811943178,-5.213525616104455,-2.415119016467978,-6.486726912410436,1.074464091861959,1.6854870429154074,-1.2721436157320614,-1.448429434423466,-1.2258131643026824,-7.41055757380505,IC-B,Lean Control,S_2107_023538
S_2107_023547_IC-B,4.437960642067692,-0.9702532727775234,-2.4239535485272383,4.251579130926067,1.6105648959991767,-6.217736749032884,-3.0190542612531095,-7.552594617167208,1.9527527222867247,2.547646446814323,-1.1221125653832127,-1.0538722111409957,-1.4441355108900862,-6.2163464665106725,IC-B,Type 1 Diabetes,S_2107_023547
S_2107_023556_IC-B,5.287304747544699,-1.594922812295466,-2.4270641922976237,4.060243566436147,0.7570087887703255,-4.394476129646505,-2.4712857723934682,-5.671944829454414,1.0749924427352788,2.1492521552904797,-2.360586725624833,-1.0333943070458067,-0.8958962400286672,-9.005214863214405,IC-B,Lean Control,S_2107_023556
S_2107_023592_IC-B,5.074624983920203,-2.469186804137669,-2.422268078713866,4.842205659862892,0.3957937655523766,-4.7939876114121525,-2.5251950886007006,-6.968847054212374,1.393909045701097,2.0778645672579525,-1.792513327614593,-1.6612075536000765,-1.0458676544869898,-8.79108632425664,IC-B,Type 1 Diabetes,S_2107_023592
S_2107_023610_IC-B,5.438939035052667,-2.334340268986515,-2.8001102063645495,4.106248564418305,0.49243713500899994,-5.049762047855367,-1.8796408848074277,-7.991141076243907,1.3015554045682354,1.529888249226151,-1.7588900594313843,-1.3805062011416347,-1.5843061500801148,-8.583534442052501,IC-B,Type 1 Diabetes,S_2107_023610
S_2107_023619_IC-B,5.287860701438224,-1.2845680907956136,-2.7348897484139725,4.685905251829926,0.7052653616674388,-5.360200944956706,-2.125535702134665,-6.625500531392102,1.3532481553872906,1.7970115254731058,-2.0165926846542286,-0.7612310590391448,-0.7340488570782338,-7.578115289124547,IC-B,Lean Control,S_2107_023619
S_1907_004567_M-TAL,2.924012762960775,-1.7313845707428992,-2.0384441104320814,3.4012314138473796,1.5845196205374346,-4.217320010557265,-1.6504219688750867,-9.203017185348784,2.9290594721108714,1.2277334471729004,-2.139496273047889,-0.8919114567953688,-1.1787743217338085,-7.727062920865276,M-TAL,Type 1 Diabetes,S_1907_004567
S_1907_004614_M-TAL,2.2492574827273253,1.2255720080298689,-2.172775249728536,0.4177697616848563,1.4951323506191883,-4.650215181335787,-2.9787929095323977,-7.827011667105612,-0.17074852117370393,2.582163766100311,-0.6816448752582721,-0.5687066172538584,-1.3753233915912446,-6.650922404756907,M-TAL,Type 1 Diabetes,S_1907_004614
S_1907_004802_M-TAL,2.6434729136871495,-1.6697426466359069,-1.0713967535021331,2.029949699923981,0.09901592181979912,-3.826876017352117,-1.6660879777382334,-6.282467506750217,1.1985805743602211,0.8465194117526165,-1.3251494601033385,-0.5440036856903577,-0.4840827503893521,-7.809745917893894,M-TAL,Lean Control,S_1907_004802
S_1907_004896_M-TAL,3.462273324560066,-0.7475061669236363,-2.1124361400637666,2.972831226490421,0.6689278611726113,-4.510104254613677,-2.049353607342894,-7.333561782660965,0.5670340165412353,1.49955469445468,-2.187210354104,-0.6155433513741668,-0.43087553267748,-6.963376813225191,M-TAL,Type 1 Diabetes,S_1907_004896
S_1907_005225_M-TAL,3.1311319132644444,-2.1361914469523198,-2.1372813191361657,2.345879048609136,0.5061533792980272,-3.958258265308098,-1.8864481763411818,-7.543257176522352,1.7143143180342968,1.265899515278909,-2.0461569271496898,-0.9845929524771119,-0.6860484884774167,-8.502895398912601,M-TAL,Type 1 Diabetes,S_1907_005225
S_2006_004078_M-TAL,1.9248552654148618,-0.34005989879396414,-0.9926381015809042,2.1181381711360476,0.5361300361945528,-4.292658343924729,-1.2060527553363234,-7.492352049959773,1.1223786415320758,0.22779248542539654,-0.7544996018278073,-0.8294992158889599,-0.2634898487335545,-7.856926375785344,M-TAL,Type 1 Diabetes,S_2006_004078
S_2007_002809_M-TAL,1.8569022943013567,0.21558769226697636,-2.5797673939831762,0.7745963019367439,0.430309765570865,-3.6380444412830766,-1.4868059392195734,-6.545410847424949,0.0416258190968126,1.8508681385296712,0.15356195434376382,-0.5305588221796832,-1.1498587461753034,-7.62061997309935,M-TAL,Type 1 Diabetes,S_2007_002809
S_2007_002950_M-TAL,2.683851113667988,0.5859355450598215,0.11482539261084072,2.1173303048101637,0.8552586746942038,-4.436602884943402,-2.1527041254711516,-5.637541220842702,-0.2998191891904549,2.806513867071542,-0.7687253891864646,-0.7416411233391847,-1.3375625507386404,-7.692332759740981,M-TAL,Type 1 Diabetes,S_2007_002950
S_2007_002997_M-TAL,3.561464189911716,-2.6169576011432203,-2.2150943789499284,3.741673441228973,0.21942394805821303,-4.203992973708574,-1.7242124349177856,-7.347383514131647,3.470327247904039,1.4537791004086469,-2.840690185472219,-0.21533587565705326,-0.26452343579756027,-8.152669151663465,M-TAL,Lean Control,S_2007_002997
S_2007_003044_M-TAL,2.8834656233527824,-0.9061860475597312,-0.18055976283118672,1.299561232414542,0.5755136216718901,-4.275054286091689,-2.0610288209396703,-6.367553851697685,0.41311656538431907,1.0408574426804285,-2.2236482201625747,-0.9573529706248667,-0.7438782939417626,-8.45031329898153,M-TAL,Type 1 Diabetes,S_2007_003044
S_2007_003091_M-TAL,1.7179371623398723,0.8283851380072779,-0.6830285792488777,3.0692094657732913,0.15512443266723644,-5.8656808861043315,-0.9414147780674917,-6.798256746581915,0.8956456124192655,1.047110281096701,-1.2124858133334397,0.131630162554962,0.002348674826816694,-7.478702885919857,M-TAL,Type 1 Diabetes,S_2007_003091
S_2007_003138_M-TAL,2.3213963709898757,1.4201039780858913,-0.9675123368923152,2.2146576776671,2.3293719925416587,-5.1539705547017025,-2.0778398580325437,-8.2431319415749,-0.31109290620521696,2.8404162925245684,0.14231717503470065,-0.5950474903468976,-0.7969396979660004,-7.744299533687701,M-TAL,Type 1 Diabetes,S_2007_003138
S_2007_003793_M-TAL,1.9452305097136413,0.630432896237016,-1.0887199036528143,1.2017335797443545,1.6572401278946074,-5.139692714977126,-3.345286858833561,-6.890781881253087,-0.38612526846893563,3.8170448516862487,-0.5136345041849502,-0.8659885488822598,-0.3106963346075301,-7.818261573756758,M-TAL,Type 1 Diabetes,S_2007_003793
S_2007_003840_M-TAL,2.6927396669731545,0.9759889011687195,-1.6084043603353038,1.844655319483619,3.438787904478246,-5.893315086773172,-2.7305789258406077,-8.24846684171738,0.7341587065161622,3.049026358076568,0.6454743945473664,-0.8401233695454771,-2.0678228986191463,-5.799753950223692,M-TAL,Type 1 Diabetes,S_2007_003840
S_2007_003934_M-TAL,2.078653907135888,0.7101287783589736,-1.0605138838658816,1.369635975308417,1.381448673516863,-5.987232585531264,-2.7139722796118746,-6.635954785610336,0.29189518199185766,2.6005936322890957,-0.8769202152833677,-1.552323753959721,-1.2267495401054005,-7.924061047761872,M-TAL,Type 1 Diabetes,S_2007_003934
S_2007_004028_M-TAL,1.895528092251074,0.030686491636060777,0.381185286226077,2.3248154940474204,1.205148508894815,-2.911149973185394,-1.4555126203447735,-7.240652353751793,0.03838238480732272,2.134753861925651,-0.897258547091334,-0.12221494391021787,-0.013124063755815837,-7.343784651949953,M-TAL,Lean Control,S_2007_004028
S_2007_004216_M-TAL,2.6927396669731545,0.9759889011687195,-1.6084043603353038,1.844655319483619,3.438787904478246,-5.893315086773172,-2.7305789258406077,-8.24846684171738,0.7341587065161622,3.049026358076568,0.6454743945473664,-0.8401233695454771,-2.0678228986191463,-5.799753950223692,M-TAL,Lean Control,S_2007_004216
S_2007_004263_M-TAL,1.895528092251074,0.030686491636060777,0.381185286226077,2.3248154940474204,1.205148508894815,-2.911149973185394,-1.4555126203447735,-7.240652353751793,0.03838238480732272,2.134753861925651,-0.897258547091334,-0.12221494391021787,-0.013124063755815837,-7.343784651949953,M-TAL,Lean Control,S_2007_004263
S_2103_004019_M-TAL,1.2692673959593481,1.3798695244635013,-2.475661950405457,0.25259599771006264,0.6831626109023415,-5.753120383677602,-1.0547758647397327,-6.913047412790405,-0.26189159598755246,1.3773233543491665,0.19712397587825686,-0.36687386771290514,-0.8373169906190029,-8.396146632121745,M-TAL,Type 1 Diabetes,S_2103_004019
S_2103_004028_M-TAL,2.7354209384165107,1.896491723082426,-1.550984083913076,0.13153159016949303,2.7922085603643194,-4.599746093114831,-3.086887309053274,-7.222834448163893,0.04611594425536022,3.686728075555158,-0.27789527391957636,-1.349516956763462,-0.7245073508548645,-7.679762618559362,M-TAL,Type 1 Diabetes,S_2103_004028
S_2103_004037_M-TAL,2.52533294679654,-0.5914826802006666,-0.6830924619003295,4.007290858828651,1.6847376325312646,-4.362153913214203,-2.4397502796277664,-2.1719308282292302,1.723086053548423,2.806542242335461,-1.8664880061278146,-0.6561478269836243,-2.0737660659332686,-7.705964853341882,M-TAL,Lean Control,S_2103_004037
S_2103_004046_M-TAL,2.76630948327589,1.738044360563972,-1.1129770401798542,1.3062623351484108,1.452975837527459,-4.122852770297471,-3.3130996478216286,-3.257811645651713,-0.17923414588688344,4.795976017389838,-0.9105223134073258,-1.0214292943420697,-0.21794518772743915,-10.578391305986884,M-TAL,Lean Control,S_2103_004046
S_2103_004064_M-TAL,4.2848311511396115,-4.452451189781885,-3.2060977240064403,4.963336819206146,1.641479802998829,-4.130346785624703,-2.7564993495944785,-5.638866059323545,4.4063027526438105,2.583268162067661,-2.7213123385435374,-2.6447634487477374,-1.5720213986481368,-10.122556529571792,M-TAL,Type 1 Diabetes,S_2103_004064
S_2103_004073_M-TAL,2.507009341997233,0.9535180126344148,-1.0887470645047737,-0.44560137234839153,0.21301812111173377,-4.580939440890432,-1.9128410884593068,-5.754095892312182,0.6234052511100671,2.256448115176947,-0.7252199280768447,0.7455609699626637,-0.7118286890526629,-9.729731622197539,M-TAL,Type 1 Diabetes,S_2103_004073
S_2103_004091_M-TAL,2.5117651183156147,0.80180680901555,0.5887062599881175,3.4947470969099603,1.450956165024696,-3.7205871594062305,-1.829571275210107,-4.6723918964875875,3.9266124844742887,3.5735962094044638,-1.6201245913304474,-0.29712762840629453,0.8299371424886023,-8.29528180259223,M-TAL,Lean Control,S_2103_004091
S_2103_004100_M-TAL,2.4078694858597216,1.2551436126512043,-0.9625023038087033,2.2066533410542566,2.2760031153148135,-6.0299968224408325,-3.611497119641378,-6.508281516116417,-0.1713303487196321,4.301370107854578,0.17742173798078414,-0.8519346082819049,-1.5063966587336075,-8.090585126899752,M-TAL,Type 1 Diabetes,S_2103_004100
S_2103_004109_M-TAL,3.1727689197474453,-0.9248928950102421,-0.8304160304591779,2.831525449494019,0.5788042768352911,-5.085460704698004,-2.7605694662736315,-6.777528475771953,0.6892088849474673,2.4821129244872213,-1.456449076935326,-2.5050865566326865,-0.6542761917022433,-8.756152098056605,M-TAL,Type 1 Diabetes,S_2103_004109
S_2103_004118_M-TAL,1.5446994673340524,0.1504702335198094,-0.010525754333109759,0.39029366643064434,0.6904344262957404,-4.381615011119381,-2.0973575676065255,-4.274917112160649,0.10297556762251563,2.3181557756743576,-0.4557175174827451,-1.1589803222333488,-1.0275203309469352,-8.577876018769139,M-TAL,Type 1 Diabetes,S_2103_004118
S_2103_004127_M-TAL,1.7697358170715407,-0.7604868951713198,-0.8683620721415355,1.8763039402977688,1.5435717526876043,-2.6379281088528757,-2.346070109648683,-4.201316720379109,0.3577729990899944,1.9285453916962405,-0.28056057748921565,-0.8869655524248345,-0.9290193839221224,-8.26118677608115,M-TAL,Lean Control,S_2103_004127
S_2103_004145_M-TAL,2.304151262059626,0.7210986019590856,-1.4913727367572223,2.1356812617204843,0.7405013371416076,-5.690760862065461,-1.9410994357555056,-6.2942906103024425,0.030632204580691953,2.627500469703105,-0.727472602668505,-1.5022785507260923,-0.9742250589090604,-8.766604489808632,M-TAL,Type 1 Diabetes,S_2103_004145
S_2103_004154_M-TAL,2.110193845555855,0.45899136051890244,-0.2125080068598833,2.7035500859160617,2.5423502240307867,-5.555661514819899,-3.2004124801097134,-6.55204355509319,0.4239753525425688,3.63888152978809,-1.3289646291589658,-1.584936504198677,-1.7267418394858587,-7.397265329774385,M-TAL,Type 1 Diabetes,S_2103_004154
S_2103_004163_M-TAL,2.0080261038206726,1.347776625772175,0.17288041517403074,0.2292863646768393,0.37602475248270806,-5.375953258439295,-1.4988016073930137,-4.3230303186947765,-0.8387415818684617,1.5567441628958125,-0.21755496135196706,-0.2721054460523808,-0.9896929373997053,-7.486657654916957,M-TAL,Type 1 Diabetes,S_2103_004163
S_2103_004181_M-TAL,2.2226577541232087,-0.5100949078319118,0.21698342080221067,2.131521989339344,0.674738185516038,-5.028273428254823,-2.389928314864655,-5.9556389617710295,0.26765018356142084,3.142136088974869,-1.6667041480229792,0.07317777768947316,-0.35011885105804685,-7.776279556515985,M-TAL,Type 1 Diabetes,S_2103_004181
S_2107_023520_M-TAL,3.031975983544432,-1.1834025152929708,-1.1608618426182935,3.917547238174833,0.29501633281136225,-6.167455183857394,-1.9482328367438957,-6.515132281964872,0.38956767672594855,2.2856655094268357,-2.096511825017895,-0.701655984416537,-1.0877287707403172,-8.129973816744966,M-TAL,Type 1 Diabetes,S_2107_023520
S_2107_023538_M-TAL,3.086289650118479,-1.874290992594216,-1.3752427115313117,1.823123293798745,1.2026586425376131,-4.764998359153018,-2.9342660735214916,-5.454713672623042,0.05884685613976307,2.7236462089096793,-1.0183385400602543,-1.4786028472710997,-1.7400359513801955,-7.714541071636622,M-TAL,Lean Control,S_2107_023538
S_2107_023547_M-TAL,1.789521039748007,-0.31492187389674775,-1.17722925143973,2.3541600910181697,1.7605495452456175,-4.677758682386201,-2.3532687805097265,-6.70080204763409,0.8257770426807852,3.0605417849954613,-0.8377162918195787,-1.61341017723443,-1.0357083927584136,-6.361166416591635,M-TAL,Type 1 Diabetes,S_2107_023547
S_2107_023556_M-TAL,3.3188910297033183,-1.107687005798653,-0.8605024524278918,3.132701533375441,1.032503598148605,-5.493947207914078,-2.7480113370775316,-5.934446034476285,0.6734865831615192,2.990320918682632,-1.6443221886704122,-0.8046994309217393,-1.2801309346858405,-8.161073091071918,M-TAL,Lean Control,S_2107_023556
S_2107_023592_M-TAL,1.8452258357556899,0.38700450312851553,0.14353637421545706,1.5773866310576736,1.6968234686892731,-4.468114961891585,-1.3986391951478863,-4.395179137526175,0.7125961805170549,1.7260117365059042,0.9272277668830393,-0.07328913425978048,-0.9200760188763627,-7.0051951156343515,M-TAL,Type 1 Diabetes,S_2107_023592
S_2107_023610_M-TAL,3.534591975668145,-0.8890371047551165,-0.2902169792937907,3.501666318333686,0.9973186351881006,-5.0967051957249065,-1.1067249593392752,-4.050864414032818,1.0862972344396333,1.0260021664034698,0.016365886973076293,-1.5732509943930548,-1.4823997431688336,-7.975180855696256,M-TAL,Type 1 Diabetes,S_2107_023610
S_2107_023619_M-TAL,1.6589339408267598,-0.8785725765562389,-1.4754967587858003,2.870787760387734,0.7702716748882376,-4.023084353728486,-0.8959177786905764,-5.834708155421917,0.3146384271771529,1.515116368617732,-0.8347686646862127,-1.444384061493245,-0.9517751195887355,-9.272373461543296,M-TAL,Lean Control,S_2107_023619
S_1907_004567_Non-classical monocytes,1.8640094715589826,2.2731078806028804,-1.4808512104058558,3.274009034083071,9.9060269459325,-0.9320449476208553,0.646514356985942,-5.295013724839413,0.3238821579341239,3.45959386011278,0.992425554792276,-1.252932862607824,1.1539465642021058,-7.1471350314058,Non-classical monocytes,Type 1 Diabetes,S_1907_004567
S_1907_004614_Non-classical monocytes,1.1988648383155847,0.8552122405911233,-1.3847549474471976,2.30227066816135,11.291470883593648,-1.715958501610728,-1.0843151234542097,-4.924466786300776,1.2368070323497762,4.127999853153587,-0.8861547714236874,-0.30839018878244595,1.6153994997482912,-6.909443811459016,Non-classical monocytes,Type 1 Diabetes,S_1907_004614
S_1907_004802_Non-classical monocytes,1.8863597793657538,1.927514356339737,-1.1921650928579077,1.7967582741756325,8.354732945932014,-1.5914712510581033,-0.22797797150690743,-3.7129870305114845,0.5048971356508682,3.7072548803746823,-0.6893768584286565,-0.19635813184176645,1.397555407235509,-7.202124292768565,Non-classical monocytes,Lean Control,S_1907_004802
S_1907_005225_Non-classical monocytes,1.7906779038959058,1.1325755026507232,-1.517744011973944,4.598527082732194,21.019454184250023,-0.2979275422144309,0.17930255208850232,-3.9635244457999876,0.1353256617820573,3.9266455710055217,-1.0428078047308165,0.17787830426209889,0.33472985438380637,-8.682870481745809,Non-classical monocytes,Type 1 Diabetes,S_1907_005225
S_2006_004078_Non-classical monocytes,2.2219209038576855,2.985906437750788,-0.6894672370884014,2.282549830770386,9.711312444928442,-2.191518037860362,-0.37636433458624574,-4.822581117689271,0.5968622128881169,4.059571638631537,-0.5469377194367906,-0.36728084012431006,1.6427579092683307,-7.544918644575108,Non-classical monocytes,Type 1 Diabetes,S_2006_004078
S_2007_002809_Non-classical monocytes,2.199895763630255,2.0948058289814058,-1.2576892259718626,2.8675661787429214,10.875713587026555,-3.0007756882634795,-0.5411418664446926,-5.3435260230291615,0.8431726403700178,4.0032471274017105,-0.4178130650866097,-0.43368519003406,1.0130469480311741,-8.54649311784807,Non-classical monocytes,Type 1 Diabetes,S_2007_002809
S_2007_002950_Non-classical monocytes,2.1576067637777943,1.9762220928737044,-1.3584147910860747,2.965818459319164,12.743689066155394,-1.5315103687585496,1.907051292395167,-4.686729445733485,1.3631018745412031,2.777799506694677,-0.4846527280482546,0.39664334976789845,1.4611829077738312,-7.94406430169676,Non-classical monocytes,Type 1 Diabetes,S_2007_002950
S_2007_002997_Non-classical monocytes,2.0664531079197577,1.3338063183022058,-1.0354504077279871,4.090112846446997,9.694216876892149,-1.7727275553165425,-0.6398439310185445,-4.1913467766481975,0.479770540948851,4.439118568865959,-0.6811151058234434,-0.07472278458277344,1.058526027072713,-7.738743881485671,Non-classical monocytes,Lean Control,S_2007_002997
S_2007_003044_Non-classical monocytes,2.6838408372445377,3.1154733148648526,-1.2013717996965516,1.8994554526170315,14.584340593677418,-2.226904909664962,-0.7018379464964875,-4.145281825644418,0.8141765826495811,4.729842022785341,-0.7284046548698444,0.2902026362144474,1.5936490520036388,-7.248829745039674,Non-classical monocytes,Type 1 Diabetes,S_2007_003044
S_2007_003091_Non-classical monocytes,1.6059538585956905,2.6413522959181535,-1.8290641744715548,2.3989640977491784,28.652747083162552,-1.4432110489897356,0.36115032173934764,-3.937158516014651,1.168349489721955,3.2463389612833606,-0.5099556012468661,-0.347580304171908,1.3547495049688487,-6.387364038616441,Non-classical monocytes,Type 1 Diabetes,S_2007_003091
S_2007_003138_Non-classical monocytes,1.2723091769801138,1.9406234583105137,-1.6251767524312042,2.04810760616361,14.73478666841268,-2.415006239423956,-0.4435621790893407,-4.793284438011275,0.7547585857707293,3.809411416312013,0.20800049327620898,0.09699574698095541,1.3173688421842402,-7.187842732198812,Non-classical monocytes,Type 1 Diabetes,S_2007_003138
S_2007_003793_Non-classical monocytes,1.3703983553951622,2.478464796270686,-0.9682587250869321,1.4853973427084806,11.276636901916465,-2.6721001961564017,1.6772273250153888,-4.545390501706554,0.4361018676735617,2.811196987640002,-0.20481334682917185,-0.062374111513493195,1.2662058804179204,-8.050965677115977,Non-classical monocytes,Type 1 Diabetes,S_2007_003793
S_2007_003840_Non-classical monocytes,1.7304010269586532,2.8075757014448204,-0.9965002017167092,1.6864144912541108,10.209213224964747,-1.7326990744914148,1.1787428521680408,-4.640565425654096,0.30761388429175024,3.767191856815862,-0.11415303149454172,-0.025267424165754032,1.3019221516307788,-8.01561676479684,Non-classical monocytes,Type 1 Diabetes,S_2007_003840
S_2007_003934_Non-classical monocytes,1.2953819758637524,3.386424408249938,-1.0960789323362459,1.021340942143007,10.429610810577278,-1.4649880115254803,2.2555535484331117,-4.3030144194784805,0.3700092151102897,2.683424485907906,0.4894861564793687,-0.189783189160812,1.3469008749368658,-9.110446962955214,Non-classical monocytes,Type 1 Diabetes,S_2007_003934
S_2007_004028_Non-classical monocytes,1.9115756687808254,2.012783887592915,-1.654029720498,2.7136198026991654,11.98624504929444,-1.6894336831447725,-0.11930557881602284,-5.017989228369763,1.3825246939218856,3.974530507536846,-0.390799948222499,-0.08479142831435231,1.4010681795332531,-7.148147316169789,Non-classical monocytes,Lean Control,S_2007_004028
S_2007_004216_Non-classical monocytes,1.7304010269586532,2.8075757014448204,-0.9965002017167092,1.6864144912541108,10.209213224964747,-1.7326990744914148,1.1787428521680408,-4.640565425654096,0.30761388429175024,3.767191856815862,-0.11415303149454172,-0.025267424165754032,1.3019221516307788,-8.01561676479684,Non-classical monocytes,Lean Control,S_2007_004216
S_2007_004263_Non-classical monocytes,1.9115756687808254,2.012783887592915,-1.654029720498,2.7136198026991654,11.98624504929444,-1.6894336831447725,-0.11930557881602284,-5.017989228369763,1.3825246939218856,3.974530507536846,-0.390799948222499,-0.08479142831435231,1.4010681795332531,-7.148147316169789,Non-classical monocytes,Lean Control,S_2007_004263
S_2103_004019_Non-classical monocytes,1.875860684059553,1.0629964067262792,-1.6046729166409974,2.8026776174821495,13.618680471000795,-2.005131658074153,0.5254879612158825,-3.6777477181029403,1.4689497473694941,3.9603597575156675,-0.11460606491548288,-0.19781698983941587,1.4440016685918224,-8.559674509006,Non-classical monocytes,Type 1 Diabetes,S_2103_004019
